4,http://s3contents.chinesepod.com/0860/7e17772b8cedb17044b3b68bdfec09142221ef09/mp3/64/rec-1208247770531-0.mp3,Are you free on Monday?,你星期一有空吗？,nǐ xīngqī yī yǒukòng ma ？,ni xing qi yi you kong ma 
3,http://s3contents.chinesepod.com/0793/3c6d59b7ccdbe25d3f1c2a6f4d58380a1ca86cf1/mp3/64/rec-1234463988156-0.mp3,Are you free tomorrow?,明天你有空吗？,míngtiān nǐ yǒukòng ma ？,ming tian ni you kong ma 
3,http://s3contents.chinesepod.com/0343/c8783727fe12d48433372aa227137fd867ab4b38/mp3/64/rec-1218583829000-0.mp3,Are you from Beijing?,你是北京人吗？,nǐ shì běijīngrén ma ？,ni shi bei jing ren ma 
4,http://s3contents.chinesepod.com/0864/87dddad893efbb21bcadaa0fd440ec49f1bf4003/mp3/64/rec-1208404904671-0.mp3,Are you going to America in July?,你七月去美国吗？,nǐ qīyuè qù měiguó ma ？,ni qi yue qu mei guo ma 
1,http://s3contents.chinesepod.com/0970/5274f445af363dc822c2ba9664128ddf204fe674/mp3/64/rec-1218586313343-6.mp3,Are you here?,来了？,lái le ？,lai le 
3,http://s3contents.chinesepod.com/0121/6f55072c9bf56d7cf5d61810cec4f5f90879950c/mp3/64/rec-1219105803656-1.mp3,Are you in a hurry?,你赶时间吗？,nǐ gǎn shíjiān ma ？,ni gan shi jian ma 
3,http://s3contents.chinesepod.com/0899/a45a87a7d8613ac21c1dba0f87e16523d5b56777/mp3/64/rec-1211829317375-0.mp3,Are you married?,你结婚了吗？,nǐ jiéhūn le ma ？,ni jie hun le ma 
2,http://s3contents.chinesepod.com/0687/77f4930be6155ef2fe6020af2196abe3b2062ba8/mp3/64/rec-1193649864187-1.mp3,Are you OK?,你没事吧？,nǐ méishì ba ？,ni mei shi ba 
3,http://s3contents.chinesepod.com/0687/77f4930be6155ef2fe6020af2196abe3b2062ba8/mp3/64/rec-1193649864187-3.mp3,Are you really all right?,真的没事吗？,zhēnde méishì ma ？,zhen de mei shi ma 
3,http://s3contents.chinesepod.com/0047/4d76a31dac9b7b35447547bdbd60a666657657d9/mp3/64/rec-1216765781453-0.mp3,Are you studying Chinese?,你在学中文吗？,nǐ zài xué zhōngwén ma ？,ni zai xue zhong wen ma 
3,http://s3contents.chinesepod.com/0737/b51d9ff96514f7469d523fc5cae99fd3c875c7bd/mp3/64/rec-1197881670281-2.mp3,Are you talking about me?,你在说我吗？,nǐ zài shuō wǒ ma ？,ni zai shuo wo ma 
3,http://s3contents.chinesepod.com/0836/4dd27bdfd04a22fe36f7c9136afa6d3e00da3b0a/mp3/64/rec-1206345778375-0.mp3,Are you tired today?,你今天很累吗？,nǐ jīntiān hěn lèi ma ？,ni jin tian hen lei ma 
1,http://s3contents.chinesepod.com/0381/3b46ea23c086eb022cd598bd0b327bf3dcf2e8ec/mp3/64/rec-1218497069703-4.mp3,as you wish,随意,suíyì,sui yi
2,http://s3contents.chinesepod.com/0247/f987b84412fe45c93ecbdee524a40d1ffa5803e7/mp3/64/rec-1216746707156-2.mp3,athlete,运动员,yùndòngyuán,yun dong yuan
2,http://s3contents.chinesepod.com/0108/f5a5682ff847682d861adb4aef7524247bdcd1dd/mp3/64/rec-1210870852265-5.mp3,Baby don't cry.,宝宝别哭。,"bǎobao , kū 。",bao bao bie ku 
2,http://s3contents.chinesepod.com/0108/f5a5682ff847682d861adb4aef7524247bdcd1dd/mp3/64/rec-1210870852265-1.mp3,Baby don’t be afraid.,宝宝别怕。,"bǎobao , pà 。",bao bao bie pa 
2,http://s3contents.chinesepod.com/0709/dad696c22aed7ce01ffad1e7e2ebe21e7b56ab61/mp3/64/rec-1195543000625-0.mp3,"Baby, come here.",宝宝，过来。,bǎobao ， guòlai 。,bao bao  guo lai 
1,http://s3contents.chinesepod.com/0159/5a0b8a036c6fdfc47f7b221afa0a027763440db7/mp3/64/rec-1217612265062-3.mp3,Bad shot,臭球,chòuqiú,chou qiu
1,http://s3contents.chinesepod.com/0044/e9927811a672d8d90d10160e9cb1b3a66e7ce6ca/mp3/64/rec-1216764974015-30.mp3,barbecue spare ribs,叉烧,chāshāo,cha shao
2,http://s3contents.chinesepod.com/0796/0b1877c8f4527f9aa652fa8462652e9093262ff8/mp3/64/rec-1202974489078-3.mp3,Be more careful!,小心点儿！,xiǎoxīn diǎnr ！,xiao xin dian er 
5,http://s3contents.chinesepod.com/0130/42832b636552c1cdc127754d5b381eb8abd32c26/mp3/64/rec-1219789169812-3.mp3,Because I ate too much for lunch.,因为我午饭吃得太多了。,yīnwèi wǒ wǔfàn chī de tài duō le 。,yin wei wo wu fan chi de tai duo le 
5,http://s3contents.chinesepod.com/0117/060d7d37cd8cde4e448d19628c41e4b09c1d4734/mp3/64/rec-1183011962671-3.mp3,Because I have an important test.,因为我有一个很重要的考试。,yīnwèi wǒ yǒu yī ge hěn zhòngyào de kǎoshì 。,yin wei wo you yi ge hen zhong yao de kao shi 
4,http://s3contents.chinesepod.com/0836/4dd27bdfd04a22fe36f7c9136afa6d3e00da3b0a/mp3/64/rec-1206345778375-3.mp3,Because I'm very busy today.,因为我今天很忙。,yīnwèi wǒ jīntiān hěn máng 。,yin wei wo jin tian hen mang 
3,http://s3contents.chinesepod.com/0062/12222daa6ed148a93aba4380889043fb3f21aa59/mp3/64/rec-1216851726421-2.mp3,Because the streets are very congested.,因为马路很堵。,yīnwèi mǎlù hěn dǔ 。,yin wei ma lu hen du 
4,http://s3contents.chinesepod.com/0808/f838dd68f27479e3156519d7bb0fdbf4226d77da/mp3/64/rec-1204162591671-3.mp3,Because they are all expensive.,因为它们都很贵。,yīnwèi tāmen dōu hěn guì 。,yin wei ta men du hen gui 
2,http://s3contents.chinesepod.com/0044/e9927811a672d8d90d10160e9cb1b3a66e7ce6ca/mp3/64/rec-1216764974015-26.mp3,beef with oyster sauce,蚝油牛肉,háoyóuniúròu,ci you niu rou
1,http://s3contents.chinesepod.com/0592/b5f344f78dd6062671516ccae9a63d102bf802bd/mp3/64/rec-1185349925390-3.mp3,Beef.,牛肉。,niúròu 。,niu rou 
2,http://s3contents.chinesepod.com/0044/e9927811a672d8d90d10160e9cb1b3a66e7ce6ca/mp3/64/rec-1216764974015-6.mp3,Beijing duck,北京烤鸭,běijīng kǎoyā,bei jing kao ya
4,http://s3contents.chinesepod.com/0113/f4c92a05ca6b5d7047183ea94c5c427f71de9b87/mp3/64/rec-1218470108859-3.mp3,Beijing is a good place.,北京是一个好地方。,běijīng shì yī ge hǎo dìfang 。,bei jing shi yi ge hao di fang 
3,http://s3contents.chinesepod.com/0061/bba111f5c2496696b478219f02e4ded06cc35e67/mp3/64/rec-1216851212328-3.mp3,Beijing is much colder.,北京冷多了。,běijīng lěng duō le 。,bei jing leng duo le 
2,http://s3contents.chinesepod.com/0333/f49d2fba395315c154c39b01f8bcf22ee559e26d/mp3/64/rec-1218581203156-2.mp3,birthday cake,生日蛋糕,shēngrì dàngāo,sheng ri dan gao
2,http://s3contents.chinesepod.com/0333/f49d2fba395315c154c39b01f8bcf22ee559e26d/mp3/64/rec-1218581203156-3.mp3,birthday present,生日礼物,shēngrì lǐwù,sheng ri li wu
1,http://s3contents.chinesepod.com/0024/652860f4296e73c077bc99f4e9d3d403b3002e94/mp3/64/rec-1217028624062-0.mp3,black,黑色,hēisè,hei se
1,http://s3contents.chinesepod.com/0159/5a0b8a036c6fdfc47f7b221afa0a027763440db7/mp3/64/rec-1217612265062-4.mp3,Black whistle,黑哨,hēishào,hei shao
1,http://s3contents.chinesepod.com/0024/652860f4296e73c077bc99f4e9d3d403b3002e94/mp3/64/rec-1217028624062-1.mp3,blue,蓝色,lánsè,lan se
3,http://s3contents.chinesepod.com/0672/17f0485366c75afb9967e22bc92e3758729023fc/mp3/64/rec-1192003651093-2.mp3,"Boss, your phone!",老板，你有电话！,lǎobǎn ， nǐ yǒu diànhuà ！,lao ban  ni you dian hua 
2,http://s3contents.chinesepod.com/0381/3b46ea23c086eb022cd598bd0b327bf3dcf2e8ec/mp3/64/rec-1218497069703-3.mp3,bottoms up,一口闷,yīkǒumēn,yi kou men
1,http://s3contents.chinesepod.com/0037/b27d15e3f74b66a87118f36fa9a17b137f9b12f5/mp3/64/rec-1216764764375-1.mp3,bye,再见,zàijiàn,zai jian
3,http://s3contents.chinesepod.com/0168/4836a82cc6a89e7d7bbf6888f537ffcbf2fa7be9/mp3/64/rec-1217615666031-2.mp3,Can I sit here?,我可以坐吗？,wǒ kěyǐ zuò ma ？,wo ke yi zuo ma 
4,http://s3contents.chinesepod.com/0411/839269da2766fef451c77b60195a2c46ed63932a/mp3/64/rec-1218579706718-0.mp3,Can I smoke here?,这里可以抽烟吗？,zhèlǐ kěyǐ chōuyān ma ？,zhe li ke yi chou yan ma 
3,http://s3contents.chinesepod.com/0884/e908b91986ed1d3c5a878efddff3e400088327c3/mp3/64/rec-1210612643078-2.mp3,Can I use it?,我可以用吗？,wǒ kěyǐ yòng ma ？,wo ke yi yong ma 
3,http://s3contents.chinesepod.com/0058/a505da19f180b744f335d9bb0fe1ae0753bb1940/mp3/64/rec-1216847891968-0.mp3,Can you cook?,你会做菜吗？,nǐ huì zuòcài ma ？,ni hui zuo cai ma 
3,http://s3contents.chinesepod.com/0880/b256656e6b606245b1b15405bb8e0f1bd1037631/mp3/64/rec-1210025692062-2.mp3,Can you dance?,你会跳舞吗？,nǐ huì tiàowǔ ma ？,ni hui tiao wu ma 
5,http://s3contents.chinesepod.com/0099/fb21d4850680acd07f321d9f76cc72df31b41f18/mp3/64/rec-1200389117781-0.mp3,Can you do me a favor?,你能不能帮我一个忙？,nǐ néng bu néng bāng wǒ yī ge máng ？,ni neng bu neng bang wo yi ge mang 
3,http://s3contents.chinesepod.com/0880/b256656e6b606245b1b15405bb8e0f1bd1037631/mp3/64/rec-1210025692062-0.mp3,Can you sing?,你会唱歌吗？,nǐ huì chànggē ma ？,ni hui chang ge ma 
5,http://s3contents.chinesepod.com/0338/a0088af884f1e6da840998146eb67c8b2d609b8f/mp3/64/rec-1229645822937-1.mp3,Can you speak a little slower?,你可以说得慢一点吗？,nǐ kěyǐ shuō de màn yīdiǎn ma ？,ni ke yi shuo de man yi dian ma 
3,http://s3contents.chinesepod.com/0667/a5f56e2addac8f3a36736765ec1fa4d46a3b7250/mp3/64/rec-1190791685281-0.mp3,Can you speak Chinese?,你会说中文吗？,nǐ huì shuō zhōngwén ma ？,ni hui shuo zhong wen ma 
3,http://s3contents.chinesepod.com/0402/9312fe0cc062dc4eddcecc14cfb125c25a45e779/mp3/64/rec-1218577392703-0.mp3,Can you turn on the air conditioning?,可以开空调吗？,kěyǐ kāi kōngtiáo ma ？,ke yi kai kong diao ma 
3,http://s3contents.chinesepod.com/0744/759a518f540003630f38b66c36b6aa042726d85e/mp3/64/rec-1198657787750-0.mp3,Can you turn on the light for me please?,帮我开灯，好吗？,bāng wǒ kāi dēng ， hǎo ma ？,bang wo kai deng  hao ma 
3,http://s3contents.chinesepod.com/1126/c8a61b7260700bb0d5feed632e0f1558fa046eb5/mp3/64/rec-1236387235906-0.mp3,Can you use chopsticks?,你会用筷子吗？,nǐ huì yòng kuàizi ma ？,ni hui yong kuai zi ma 
3,http://s3contents.chinesepod.com/0667/a5f56e2addac8f3a36736765ec1fa4d46a3b7250/mp3/64/rec-1190791685281-2.mp3,Can you write Chinese characters?,你会写汉字吗？,nǐ huì xiě hànzì ma ？,ni hui xie han zi ma 
2,http://s3contents.chinesepod.com/0880/b256656e6b606245b1b15405bb8e0f1bd1037631/mp3/64/rec-1210025692062-3.mp3,Can't do that either.,也不会。,yě bù huì 。,ye bu hui 
1,http://s3contents.chinesepod.com/0381/3b46ea23c086eb022cd598bd0b327bf3dcf2e8ec/mp3/64/rec-1218497069703-1.mp3,cheers,干杯,gānbēi,gan bei
1,http://s3contents.chinesepod.com/0180/ae6c014243a61561c4845228b8420594623edbff/mp3/64/rec-1219164429515-3.mp3,Cheese!,茄子!,qiézi !,qie zi 
2,http://s3contents.chinesepod.com/0490/9f5fe095719962ca7dde9afeccebbbe04200a702/mp3/64/rec-1218668725734-4.mp3,Chen Jianguo.,陈建国。,chén jiànguó 。,chen jian guo 
2,http://s3contents.chinesepod.com/0812/a7e1d6c02ae502614c16c31b0ecb1e4626377073/mp3/64/rec-1204277306843-2.mp3,Chinese.,中文的。,zhōngwén de 。,zhong wen de 
1,http://s3contents.chinesepod.com/0301/685ce845ab0888784dda337f94c1700f055f2009/mp3/64/rec-1218562868656-3.mp3,Close the door,关门,guānmén,guan men
1,http://s3contents.chinesepod.com/0631/6d9505b4a7e3e6420990a7c46a42ed5badee7fee/mp3/64/rec-1188545665093-1.mp3,Coffee.,咖啡。,kāfēi 。,ka fei 
3,http://s3contents.chinesepod.com/0497/73486725a5da02a3c37421487170533e706de418/mp3/64/rec-1218824418406-1.mp3,Cold or hot?,冷的还是热的？,lěng de háishi rè de ？,leng de huan shi re de 
1,http://s3contents.chinesepod.com/0497/73486725a5da02a3c37421487170533e706de418/mp3/64/rec-1218824418406-2.mp3,Cold.,冷的。,lěng de 。,leng de 
1,http://s3contents.chinesepod.com/0159/5a0b8a036c6fdfc47f7b221afa0a027763440db7/mp3/64/rec-1217612265062-1.mp3,Come on,加油,jiāyóu,jia you
2,http://s3contents.chinesepod.com/0990/ee182d0d725ceb4646288c875a7d39a1b3145a37/mp3/64/rec-1221065997781-2.mp3,Come on up.,上来吧。,shànglái ba 。,shang lai ba 
3,http://s3contents.chinesepod.com/0358/176a650745eff2c5a10d578022102befa17564cb/mp3/64/rec-1218738259656-2.mp3,"Come on, eat a little more.",再吃一点嘛。,zài chī yīdiǎn ma 。,zai chi yi dian ma 
2,http://s3contents.chinesepod.com/0368/e400bceaa56c3e00a006d3085219f953b4e79c74/mp3/64/rec-1218493327578-0.mp3,"Come on, sing!",来，唱歌吧！,lái ， chànggē ba ！,lai  chang ge ba 
2,http://s3contents.chinesepod.com/0709/dad696c22aed7ce01ffad1e7e2ebe21e7b56ab61/mp3/64/rec-1195543000625-2.mp3,"Come, give me a kiss.",来，亲一下。,lái ， qīn yīxià 。,lai  qin yi xia 
1,http://s3contents.chinesepod.com/0247/f987b84412fe45c93ecbdee524a40d1ffa5803e7/mp3/64/rec-1216746707156-1.mp3,competition,比赛,bǐsài,bi sai
2,http://s3contents.chinesepod.com/0365/6b51c2d4021ceb92bf8242d9dda785a844d8240e/mp3/64/rec-1218491983187-1.mp3,Congratulations!,恭喜你！,gōngxǐ nǐ ！,gong xi ni 
3,http://s3contents.chinesepod.com/0361/dcae08669844348bb94eebda110d3319e38faa34/mp3/64/rec-1210355377296-2.mp3,Could you give me some help?,能帮我一下吗？,néng bāng wǒ yīxià ma ？,neng bang wo yi xia ma 
1,http://s3contents.chinesepod.com/0191/943ef5bf06de27abca98a7c0541f73a86fd70acb/mp3/64/rec-1218215628156-1.mp3,Credit card.,刷卡。,shuākǎ 。,shua ka
4,http://s3contents.chinesepod.com/0108/f5a5682ff847682d861adb4aef7524247bdcd1dd/mp3/64/rec-1210870852265-2.mp3,Daddy and Mommy are here.,爸爸妈妈在这里。,bàba māma zài zhèlǐ 。,ba ba ma ma zai zhe li 
4,http://s3contents.chinesepod.com/0108/f5a5682ff847682d861adb4aef7524247bdcd1dd/mp3/64/rec-1210870852265-3.mp3,Daddy and Mommy like you.,爸爸妈妈喜欢你。,bàba māma xǐhuan nǐ 。,ba ba ma ma xi huan ni 
3,http://s3contents.chinesepod.com/1103/82ef47a6ebd7cd490a190f8299b9d0681cf6d29d/mp3/64/rec-1234314800187-1.mp3,"Darling, do you miss me?",宝宝，想我吗？,bǎobao ， xiǎng wǒ ma ？,bao bao  xiang wo ma 
3,http://s3contents.chinesepod.com/1103/82ef47a6ebd7cd490a190f8299b9d0681cf6d29d/mp3/64/rec-1234314800187-0.mp3,"Darling, do you miss your daddy?",宝宝，想爸爸吗？,bǎobao ， xiǎng bàba ma ？,bao bao  xiang ba ba ma 
2,http://s3contents.chinesepod.com/1039/3a5c7075b86c5a951590cd3579517f2e5221ae06/mp3/64/rec-1227141225187-0.mp3,Did you catch a cold?,你感冒了？,nǐ gǎnmào le ？,ni gan mao le 
1,http://s3contents.chinesepod.com/0037/b27d15e3f74b66a87118f36fa9a17b137f9b12f5/mp3/64/rec-1216764764375-5.mp3,dim sum,点心,diǎnxīn,dian xin
2,http://s3contents.chinesepod.com/0760/9a235274465bbb1fc3b287f17b75584ceaa5c188/mp3/64/rec-1199698319187-0.mp3,Do you have a smoke?,有没有烟？,yǒu méiyǒu yān ？,you mei you yan 
3,http://s3contents.chinesepod.com/0434/578aa1f64e5a983465ca8c9412306ba2a33af2ad/mp3/64/rec-1218753723390-0.mp3,Do you have any bread?,请问有面包吗？,qǐngwèn yǒu miànbāo ma ？,qing wen you mian bao ma 
2,http://s3contents.chinesepod.com/0434/578aa1f64e5a983465ca8c9412306ba2a33af2ad/mp3/64/rec-1218753723390-2.mp3,Do you have any butter?,有黄油吗？,yǒu huángyóu ma ？,you huang you ma 
2,http://s3contents.chinesepod.com/1146/47309bb48d21dd7e42e46b549a288546fdbb532e/mp3/64/rec-1239666987265-2.mp3,Do you have any more?,还有吗？,hái yǒu ma ？,huan you ma 
3,http://s3contents.chinesepod.com/0849/31366f16de932076ba8fbefb6d7cde0eefe78e90/mp3/64/rec-1207035793531-0.mp3,Do you have beer?,有没有啤酒？,yǒu méiyǒu píjiǔ ？,you mei you pi jiu 
3,http://s3contents.chinesepod.com/0849/31366f16de932076ba8fbefb6d7cde0eefe78e90/mp3/64/rec-1207035793531-2.mp3,Do you have cola?,有没有可乐？,yǒu méiyǒu kělè ？,you mei you ke le 
3,http://s3contents.chinesepod.com/0361/dcae08669844348bb94eebda110d3319e38faa34/mp3/64/rec-1210355377296-0.mp3,Do you have free time right now?,你现在有空吗？,nǐ xiànzài yǒukòng ma ？,ni xian zai you kong ma 
3,http://s3contents.chinesepod.com/1146/47309bb48d21dd7e42e46b549a288546fdbb532e/mp3/64/rec-1239666987265-0.mp3,Do you have napkins?,有餐巾纸吗？,yǒu cānjīnzhǐ ma ？,you can jin zhi ma 
2,http://s3contents.chinesepod.com/0812/a7e1d6c02ae502614c16c31b0ecb1e4626377073/mp3/64/rec-1204277306843-0.mp3,Do you have newspapers?,有报纸吗？,yǒu bàozhǐ ma ？,you bao zhi ma 
2,http://s3contents.chinesepod.com/0966/073b1855019f077feabcfef8390ff86c4570540d/mp3/64/rec-1218155343906-2.mp3,Do you have this?,这个有吗？,zhè ge yǒu ma ？,zhe ge you ma 
4,http://s3contents.chinesepod.com/0547/6b190e769e8188d822aad7849061d746a65f7e3c/mp3/64/rec-1181619649578-0.mp3,Do you have vanilla ice cream?,有香草冰淇淋吗？,yǒu xiāngcǎo bīngqílín ma ？,you xiang cao bing qi lin ma 
2,http://s3contents.chinesepod.com/0849/31366f16de932076ba8fbefb6d7cde0eefe78e90/mp3/64/rec-1207035793531-4.mp3,Do you have water?,有没有水？,yǒu méiyǒu shuǐ ？,you mei you shui 
